settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-19T00:40:00,SA1,1450.55,29.77969,68.0021,1274.3679
2026-09-19T04:05:00,SA1,1299.87,-0.54443,43.0018,1473.3582
2026-09-19T07:05:00,SA1,1301.86,-0.53776,43.99818,1259.28182
