settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-17T01:20:00,SA1,1574.21,83.76174,413.00154,1516.30846
2026-09-17T05:00:00,SA1,1346.42,78.10187,188.00245,1323.48755
2026-09-17T08:05:00,SA1,1486.66,69.41,227.00945,1451.37055
2026-09-17T10:45:00,SA1,848.88,-5.17,83.00236,808.26764
2026-09-17T15:45:00,SA1,570.48,-4.75809,129.00302,172.31698
2026-09-17T20:55:00,SA1,1706.57,116.60873,1260.99808,372.97192
