settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-18T01:25:00,SA1,1448.13,88.59573,591.99868,667.36132
2026-09-18T05:10:00,SA1,1358.4,90.75945,181.00417,714.99583
2026-09-18T08:20:00,SA1,1333.3,-7.25,96.99635,871.83365
2026-09-18T10:35:00,SA1,578.42,-42.11,101.00033,153.82967
