settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-21T00:00:00,SA1,1351.81,-1.02,42.99797,1600.75203
2026-09-21T03:25:00,SA1,1307.88,-0.53343,43.00271,1246.19729
2026-09-21T05:35:00,SA1,1255.57,14.95,263.29803,991.27197
2026-09-21T08:10:00,SA1,1184.19,10.2957,93.00483,1084.05517
2026-09-21T10:25:00,SA1,900.9,-5.75379,42.9973,808.7427
