settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-20T03:45:00,QLD1,5404.57,84.83008,5065.775,615.545
2026-09-20T06:00:00,QLD1,5494.7,90.14308,5179.22933,354.76067
2026-09-20T08:20:00,QLD1,4554.31,-4.28706,2721.68965,2411.64035
2026-09-20T10:15:00,QLD1,4006.03,-8.14,2694.92367,1278.32633
