settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-24T03:45:00,QLD1,5857.37,174.73,5140.41216,911.95784
2026-09-24T07:05:00,QLD1,6522.86,27.01,5292.63036,2268.41964
2026-09-24T09:50:00,QLD1,5472.58,45.75,3149.17149,3069.35851
2026-09-24T13:00:00,QLD1,5508.11,41.27788,3659.49807,2518.11193
2026-09-24T18:15:00,QLD1,7414.69,99.55,7132.7868,1118.7232
2026-09-24T23:40:00,QLD1,6121.48,109.75,5718.2248,1294.1052
