settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-15T04:00:00,QLD1,5459.98,78.05139,4639.59957,1056.21043
2026-09-15T07:35:00,QLD1,6051.42,22.85,3665.31088,2836.78912
2026-09-15T10:15:00,QLD1,4765.42,-6.29,2851.77577,2493.05423
