settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-23T03:55:00,VIC1,4968.17,94.82952,4098.00399,397.86601
2026-09-23T06:50:00,VIC1,6222.06,98.41795,4911.99903,399.84097
2026-09-23T09:30:00,VIC1,4749.59,5.03,3345.0023,1547.4077
2026-09-23T11:40:00,VIC1,4002.74,-4.72,2520.27973,1450.82027
2026-09-23T17:20:00,VIC1,5605.61,118.5,4547.72055,806.28945
