settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-24T03:45:00,VIC1,4660.82,218.09527,3918.99854,1203.78146
2026-09-24T07:05:00,VIC1,5502.36,43.49584,3845.84325,2543.68675
2026-09-24T09:50:00,VIC1,4622.86,-0.56,2619.99742,3058.17258
2026-09-24T13:00:00,VIC1,4584.75,-5.0,2460.00151,2698.87849
2026-09-24T18:15:00,VIC1,6094.86,101.85,6124.7724,456.7676
