settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-15T04:00:00,VIC1,4450.27,10.65,3287.37422,2009.31578
2026-09-15T07:35:00,VIC1,5563.14,23.03751,3568.25096,2414.76904
2026-09-15T10:15:00,VIC1,3832.56,-19.03952,2271.99677,2814.57323
2026-09-15T15:10:00,VIC1,5144.19,-6.5,2200.00392,2717.92608
2026-09-15T20:20:00,VIC1,6940.24,68.8,4528.77075,2536.05925
