settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-25T04:10:00,TAS1,947.96,87.59612,915.59746,48.55254
2026-09-25T07:40:00,TAS1,1156.7,88.18,985.74954,57.72046
2026-09-25T10:15:00,TAS1,1060.39,26.50684,546.00421,128.90579
2026-09-25T15:15:00,TAS1,906.1,88.18,586.06372,107.11628
2026-09-25T20:25:00,TAS1,1101.38,88.16,1145.51424,55.86576
