settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-23T03:55:00,TAS1,1017.77,88.2,1223.04418,59.67582
2026-09-23T06:50:00,TAS1,1159.87,90.22611,1448.80149,29.69851
2026-09-23T09:30:00,TAS1,1056.76,5.31861,635.69618,20.78382
2026-09-23T11:40:00,TAS1,922.07,-4.32926,482.50475,7.55525
2026-09-23T17:20:00,TAS1,1164.32,114.25962,1269.7,0.0
2026-09-23T22:55:00,TAS1,1087.68,107.01181,1312.7,0.0
