settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-24T03:45:00,NSW1,6869.15,248.28,5287.28474,732.69526
2026-09-24T07:05:00,NSW1,8457.46,46.45,4957.37977,2133.72023
2026-09-24T09:50:00,NSW1,7159.88,53.15,3088.67944,3310.21056
2026-09-24T13:00:00,NSW1,6633.58,46.87,3077.58143,3170.04857
2026-09-24T18:15:00,NSW1,8967.63,112.43121,7482.37761,128.43239
2026-09-24T23:40:00,NSW1,7536.49,126.75486,5874.58256,486.04744
