settlement_date,region_id,total_demand,price,scheduled_generation,semi_scheduled_generation
2026-09-22T02:50:00,NSW1,7164.73,90.05954,4672.90496,1795.74504
2026-09-22T06:45:00,NSW1,7593.49,89.07995,4117.49124,2472.28876
2026-09-22T09:50:00,NSW1,7884.24,88.89,3196.7745,4384.4955
2026-09-22T13:10:00,NSW1,8441.91,88.89,3883.0831,3972.8869
2026-09-22T18:45:00,NSW1,9459.82,108.92304,7488.33089,1570.87911
2026-09-22T23:55:00,NSW1,7487.88,91.74183,5162.40531,1316.86469
